id,synset1,depth1,sentence1,synset2,depth2,sentence2,specific
227,Synset('fact.n.01'),6,first you must collect all the facts of the case,Synset('observation.n.04'),7,he reported his observations to the mayor,1
228,Synset('note.n.01'),8,he made a note of the appointment,Synset('record.n.01'),6,the film provided a valuable record of stage techniques,0
229,Synset('exemption.n.03'),12,he was granted immunity from prosecution,Synset('sovereign_immunity.n.01'),13,the doctrine of sovereign immunity originated with the maxim that the king can do no wrong,1
230,Synset('entreaty.n.01'),8,an entreaty to stop the fighting,Synset('courtship.n.01'),9,its was a brief and intense courtship,1
231,Synset('rainbow.n.02'),9,chasing rainbows,Synset('promise.n.02'),8,there is little or no promise that he will recover,0
232,Synset('planning.n.03'),8,his planning for retirement was hindered by several uncertainties,Synset('upgrade.n.03'),12,I got an upgrade to first class when coach class was full,1
233,Synset('quantity.n.02'),7,he had a quantity of ammunition,Synset('overabundance.n.02'),9,four-year-olds have an overabundance of energy,1
234,Synset('street.n.05'),8,the whole street protested the absence of street lights,Synset('neighborhood.n.02'),7,it is a friendly neighborhood,0
235,Synset('sake.n.01'),7,for your sake,Synset('behalf.n.02'),8,in your behalf,1
236,Synset('impressiveness.n.01'),6,the grandness of the architecture,Synset('expansiveness.n.01'),7,the expansiveness of their extravagant life style was soon curtailed,1
237,Synset('connection.n.02'),6,the connection between church and state is inescapable,Synset('contact.n.03'),7,litmus paper turns red on contact with an acid,1
238,Synset('clemency.n.02'),14,he threw himself on the mercy of the court,Synset('quarter.n.14'),15,he surrendered but asked for quarter,1
239,Synset('shove.n.01'),8,he gave the door a shove,Synset('elbowing.n.01'),10,elbowing is a foul in basketball,1
240,Synset('real_world.n.01'),8,a good consultant must have a lot of experience in the real world,Synset('world.n.03'),7,his world was shattered,0
241,Synset('appeal.n.02'),8,his smile was part of his appeal to her,Synset('siren_call.n.01'),9,he succumbed to the siren call of the wilderness,1
242,Synset('resource.n.03'),8,a man of resource,Synset('armory.n.01'),9,he dipped into his intellectual armory to find an answer,1
243,Synset('narrowness.n.01'),8,the narrowness of the road,Synset('fineness.n.02'),9,he marvelled at the fineness of her hair,1
244,Synset('sleeper.n.09'),11,that movie was the sleeper of the summer,Synset('hit.n.03'),10,that song was his first hit and marked the beginning of his career,0
245,Synset('family.n.04'),8,his family has lived in Massachusetts since the Mayflower,Synset('royalty.n.02'),10,the wedding was attended by royalty,1
246,Synset('investment.n.03'),7,this job calls for the investment of some hard thinking,Synset('committedness.n.01'),6,a man of energy and commitment,0
247,Synset('acknowledgment.n.03'),5,she must have seen him but she gave no sign of acknowledgment,Synset('apology.n.01'),6,he wrote a letter of apology to the hostess,1
248,Synset('ethic.n.01'),10,the Puritan ethic,Synset('value.n.06'),8,he has old-fashioned values,0
249,Synset('wound.n.03'),8,he feared that mentioning it might reopen the wound,Synset('pain.n.02'),6,the pain of loneliness,0
250,Synset('exception.n.03'),8,his authority is beyond exception,Synset('caption.n.01'),9,a mere caption unworthy of a reply,1
251,Synset('expression.n.03'),7,expressions of good will,Synset('cold_turkey.n.01'),8,I told him cold turkey,1
252,Synset('threshold.n.01'),6,on the threshold of manhood,Synset('beginning.n.02'),5,they got an early start,0
253,Synset('ball.n.12'),9,he threw nine straight balls before the manager yanked him,Synset('throw.n.01'),7,the catcher made a good throw to second base,0
254,Synset('par.n.01'),7,a par-5 hole,Synset('score.n.03'),6,the score was 7 to 0,0
255,Synset('mess_of_pottage.n.01'),5,Esau sold his birthright to Jacob for a mess of pottage,Synset('value.n.03'),4,he tried to estimate the value of the produce at normal prices,0
256,Synset('embrace.n.03'),11,his willing embrace of new ideas,Synset('adoption.n.01'),10,its adoption by society,0
257,Synset('preventive_medicine.n.01'),11,the medical establishment doesn't profit from preventive medicine,Synset('occupation.n.01'),7,he's not in my line of business,0
258,Synset('circle.n.01'),9,he calculated the circumference of the circle,Synset('ellipse.n.01'),8,the sums of the distances from the foci to any point on an ellipse is constant,0
259,Synset('meagerness.n.01'),8,an exiguity of cloth that would only allow of miniature capes,Synset('wateriness.n.02'),9,the haziness and wateriness of his disquisitions,1
260,Synset('subornation_of_perjury.n.01'),9,to prove subordination of perjury you must prove the perjury and also prove that the perjured statement was procured by the accused suborner who knew that it would be false,Synset('provocation.n.03'),7,the result was a provocation of vigorous investigation,0
261,Synset('stander.n.01'),7,a crowd of sitters and standers,Synset('standee.n.01'),8,the allowed number of standees is posted,1
262,Synset('ultimacy.n.01'),6,the ultimacy of these social values,Synset('profoundness.n.01'),7,the profoundness of his ignorance,1
263,Synset('oppression.n.02'),7,after years of oppression they finally revolted,Synset('yoke.n.02'),8,under the yoke of a tyrant,1
264,Synset('deal.n.09'),8,the captain was entrusted with the deal of provisions,Synset('allotment.n.02'),7,the apportionment of seats in the House of Representatives is based on the relative population of each state,0
265,Synset('foreignness.n.01'),5,the strangeness of a foreigner,Synset('exoticism.n.01'),6,he loved the exoticism of Egypt,1
266,Synset('pipe_dream.n.01'),9,I have this pipe dream about being emperor of the universe,Synset('fantasy.n.01'),8,a schoolgirl fantasy,0
267,Synset('highlight.n.01'),6,the highlight of the tour was our visit to the Vatican,Synset('detail.n.02'),5,it was perfect in all details,0
268,Synset('fact.n.03'),8,your fears have no basis in fact,Synset('reality.n.02'),7,the reality of his situation slowly dawned on him,0
269,Synset('exchange.n.08'),9,he earns his living from the interchange of currency,Synset('barter.n.01'),10,we had no money so we had to live by barter,1
270,Synset('forgetfulness.n.02'),10,his forgetfulness increased as he grew older,Synset('obliviousness.n.01'),11,he sought the great oblivion of sleep,1
271,Synset('terror.n.04'),10,he used terror to make them confess,Synset('nuclear_terrorism.n.01'),12,assaults on nuclear power plants is one form of nuclear terrorism,1
272,Synset('devotion.n.02'),9,the devotion of his time and wealth to science,Synset('fetish.n.03'),10,made a fetish of cleanliness,1
273,Synset('quality.n.03'),9,each town has a quality all its own,Synset('texture.n.02'),10,the texture of Neapolitan life,1
274,Synset('kingdom_come.n.01'),8,he nearly blew us to kingdom come,Synset('life.n.05'),6,the battery had a short life,0
275,Synset('hybrid.n.02'),10,the vice-presidency is a hybrid of administrative and legislative offices,Synset('whole.n.01'),8,Europe considered as a whole,0
276,Synset('natural.n.01'),9,he's a natural for the job,Synset('achiever.n.01'),8,his son would never be the achiever that his father was,0
277,Synset('property.n.04'),8,self-confidence is not an endearing property,Synset('downside.n.01'),12,there is a downside even to motherhood,1
278,Synset('committedness.n.01'),6,a man of energy and commitment,Synset('investment.n.03'),7,this job calls for the investment of some hard thinking,1
279,Synset('irrational_impulse.n.01'),6,his first impulse was to denounce them,Synset('compulsion.n.01'),7,he felt a compulsion to babble on about the accident,1
280,Synset('claim.n.01'),8,his claim asked for damages,Synset('dibs.n.01'),9,I have dibs on that last slice of pizza,1
281,Synset('attention.n.03'),11,She was the center of attention,Synset('feature.n.01'),9,the map showed roads and other features,0
282,Synset('borrowing.n.01'),8,the borrowing of ancient motifs was very apparent,Synset('crossover.n.03'),9,a jazz-classical crossover album,1
283,Synset('lecture.n.02'),8,a good lecture was my father's idea of discipline,Synset('sermon.n.02'),9,your preaching is wasted on him,1
284,Synset('tension.n.02'),6,it places great tension on the leg muscles,Synset('tonicity.n.01'),7,the doctor tested my tonicity,1
285,Synset('obliviousness.n.01'),11,he sought the great oblivion of sleep,Synset('forgetfulness.n.02'),10,his forgetfulness increased as he grew older,0
286,Synset('kernel.n.03'),6,the gist of the prosecutor's argument,Synset('bare_bones.n.01'),7,he told us only the bare bones of the story,1
287,Synset('deficit.n.01'),8,new blood vessels bud out from the already dilated vascular bed to make up the nutritional deficit,Synset('insufficiency.n.03'),7,the inadequacy of unemployment benefits,0
288,Synset('wilderness.n.03'),7,it was a wilderness preserved for the hawks and mountaineers,Synset('frontier.n.01'),8,the individualism of the frontier in Andrew Jackson's day,1
289,Synset('savageness.n.01'),8,the coastline is littered with testaments to the savageness of the waters,Synset('ferocity.n.01'),7,the storm's violence,0
290,Synset('precaution.n.01'),12,he put an ice pack on the injury as a precaution,Synset('backstop.n.03'),13,he acted as a backstop in case anything went wrong,1
291,Synset('gob.n.02'),7,a gob of phlegm,Synset('ball.n.08'),6,a ball of mud caught him on the shoulder,0
292,Synset('beachhead.n.01'),9,the Germans were desperately trying to contain the Anzio beachhead,Synset('bridgehead.n.01'),8,an attempt to secure a bridgehead behind enemy lines,0
293,Synset('decision.n.02'),9,a decision unfavorable to the opposition,Synset('judgment.n.01'),8,he was reluctant to make his judgment known,0
294,Synset('airing.n.02'),12,he took the dogs for an airing,Synset('excursion.n.01'),11,many summer excursions to the shore,0
295,Synset('death.n.04'),6,it was the death of all his plans,Synset('grave.n.01'),7,he went to his grave without forgiving me,1
296,Synset('doodad.n.01'),5,she eased the ball-shaped doodad back into its socket,Synset('stuff.n.02'),4,the trunk was full of stuff,0
297,Synset('snatch.n.01'),9,overheard snatches of their conversation,Synset('fragment.n.03'),8,fragments of a play,0
298,Synset('decree.n.01'),9,a friend in New Mexico said that the order caused no trouble out there,Synset('stay.n.03'),10,the Supreme Court has the power to stay an injunction pending an appeal to the whole Court,1
299,Synset('tone.n.01'),6,he began in a conversational tone,Synset('undertone.n.01'),7,spoke in undertones,1
300,Synset('consumption.n.03'),6,the consumption of energy has increased steadily,Synset('demand.n.02'),5,the automobile reduced the demand for buggywhips,0
301,Synset('initiation.n.02'),10,she looked forward to her initiation as an adult,Synset('authorship.n.02'),11,the authorship of the theory is disputed,1
302,Synset('piece.n.01'),5,an important piece of the evidence,Synset('scrap.n.03'),6,she jotted it on a scrap of paper,1
303,Synset('effortlessness.n.01'),6,such effortlessness is achieved only after hours of practice,Synset('facility.n.03'),7,they conversed with great facility,1
304,Synset('kiss_of_death.n.01'),9,if this were known it would be the kiss of death for my political career,Synset('calamity.n.01'),8,the whole city was affected by the irremediable calamity,0
305,Synset('spot_check.n.01'),12,spot checks ensure a high level of performance by employees,Synset('check.n.06'),11,they made a check of their equipment,0
306,Synset('naturalness.n.01'),5,he accepted the naturalness of death,Synset('sincerity.n.03'),6,the simple sincerity of folk songs,1
307,Synset('pass.n.15'),8,the pass was fumbled,Synset('centering.n.02'),9,the quarterback fumbled the snap,1
308,Synset('precaution.n.01'),12,he put an ice pack on the injury as a precaution,Synset('backstop.n.03'),13,he acted as a backstop in case anything went wrong,1
309,Synset('costume.n.04'),10,he wore his national costume,Synset('rigout.n.01'),11,What a queer rigout!,1
310,Synset('syndrome.n.01'),10,every word has a syndrome of meanings,Synset('complex.n.01'),9,"the complex of shopping malls, houses, and roads created a new town",0
311,Synset('crisis.n.02'),7,after the crisis the patient either dies or gets better,Synset('emergency.n.01'),8,he never knew what to do in an emergency,1
312,Synset('sighting.n.01'),11,several sightings of enemy troops were reported,Synset('look.n.02'),9,he went out to have a look,0
